CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Household type including census family structure (11),a,Notes: Household type including census family structure (11),Dim: Household income statistics (3): Member ID: [1]: Total - Household income statistics (Note: 3),Dim: Household income statistics (3): Member ID: [2]: Median total income of households ($),Dim: Household income statistics (3): Member ID: [3]: Median after-tax income of households ($)
2016,9330185.18,2,185.18,3.4,0,933018518,One lone-parent census family without other persons in the household,7,,115,49792,44800
2016,9330185.18,2,185.18,3.4,0,933018518,With a male lone parent,8,,20,0,0
2016,9330185.18,2,185.18,3.4,0,933018518,With a female lone parent,9,,95,50048,44928
2016,9330185.18,2,185.18,3.4,0,933018518,Other census family households,10,2,375,129152,116378
2016,9330185.18,2,185.18,3.4,0,933018518,Non-census-family households,11,,235,37824,33856
2016,9330185.19,2,185.19,3.3,100,933018519,Total - Household type including census family structure,1,1,1895,74778,66240
2016,9330185.19,2,185.19,3.3,100,933018519,Census family households,2,,1460,84531,74822
2016,9330185.19,2,185.19,3.3,100,933018519,One-census-family households without additional persons,3,,1115,78746,68928
2016,9330185.19,2,185.19,3.3,100,933018519,One couple census family without other persons in the household,4,,915,82496,72960
2016,9330185.19,2,185.19,3.3,100,933018519,Without children,5,,265,77568,67584
2016,9330185.19,2,185.19,3.3,100,933018519,With children,6,,645,83925,74816
2016,9330185.19,2,185.19,3.3,100,933018519,One lone-parent census family without other persons in the household,7,,195,53632,50624
2016,9330185.19,2,185.19,3.3,100,933018519,With a male lone parent,8,,25,71424,63872
2016,9330185.19,2,185.19,3.3,100,933018519,With a female lone parent,9,,170,52416,48768
2016,9330185.19,2,185.19,3.3,100,933018519,Other census family households,10,2,340,106368,95488
2016,9330185.19,2,185.19,3.3,100,933018519,Non-census-family households,11,,435,49749,43520
2016,9330185.2,2,185.2,3.8,100,933018520,Total - Household type including census family structure,1,1,1340,75435,68096
2016,9330185.2,2,185.2,3.8,100,933018520,Census family households,2,,1105,85163,76245
2016,9330185.2,2,185.2,3.8,100,933018520,One-census-family households without additional persons,3,,705,71296,64160
2016,9330185.2,2,185.2,3.8,100,933018520,One couple census family without other persons in the household,4,,595,74606,67328
2016,9330185.2,2,185.2,3.8,100,933018520,Without children,5,,115,69803,60288
2016,9330185.2,2,185.2,3.8,100,933018520,With children,6,,480,78336,69888
2016,9330185.2,2,185.2,3.8,100,933018520,One lone-parent census family without other persons in the household,7,,105,52864,47488
2016,9330185.2,2,185.2,3.8,100,933018520,With a male lone parent,8,,25,46464,42624
2016,9330185.2,2,185.2,3.8,100,933018520,With a female lone parent,9,,85,53760,48000
2016,9330185.2,2,185.2,3.8,100,933018520,Other census family households,10,2,400,107840,96512
2016,9330185.2,2,185.2,3.8,100,933018520,Non-census-family households,11,,235,29440,28224
2016,9330185.21,2,185.21,3.7,0,933018521,Total - Household type including census family structure,1,1,1265,60032,54528
2016,9330185.21,2,185.21,3.7,0,933018521,Census family households,2,,965,69786,62784
2016,9330185.21,2,185.21,3.7,0,933018521,One-census-family households without additional persons,3,,755,59947,55424
2016,9330185.21,2,185.21,3.7,0,933018521,One couple census family without other persons in the household,4,,620,65365,57856
2016,9330185.21,2,185.21,3.7,0,933018521,Without children,5,,240,58112,54144
2016,9330185.21,2,185.21,3.7,0,933018521,With children,6,,380,67840,61568
2016,9330185.21,2,185.21,3.7,0,933018521,One lone-parent census family without other persons in the household,7,,135,44352,41024
2016,9330185.21,2,185.21,3.7,0,933018521,With a male lone parent,8,,15,0,0
2016,9330185.21,2,185.21,3.7,0,933018521,With a female lone parent,9,,120,42624,39765
2016,9330185.21,2,185.21,3.7,0,933018521,Other census family households,10,2,210,99072,89344
2016,9330185.21,2,185.21,3.7,0,933018521,Non-census-family households,11,,305,38464,34336
2016,9330185.22,2,185.22,3.4,100,933018522,Total - Household type including census family structure,1,1,950,66867,62080
2016,9330185.22,2,185.22,3.4,100,933018522,Census family households,2,,755,80128,73003
2016,9330185.22,2,185.22,3.4,100,933018522,One-census-family households without additional persons,3,,450,61568,55765
2016,9330185.22,2,185.22,3.4,100,933018522,One couple census family without other persons in the household,4,,390,65216,58304
2016,9330185.22,2,185.22,3.4,100,933018522,Without children,5,,65,30656,30123
2016,9330185.22,2,185.22,3.4,100,933018522,With children,6,,320,73536,65792
2016,9330185.22,2,185.22,3.4,100,933018522,One lone-parent census family without other persons in the household,7,,60,43264,41856
2016,9330185.22,2,185.22,3.4,100,933018522,With a male lone parent,8,,0,0,0
2016,9330185.22,2,185.22,3.4,100,933018522,With a female lone parent,9,,60,42880,38784
2016,9330185.22,2,185.22,3.4,100,933018522,Other census family households,10,2,305,110080,98304
2016,9330185.22,2,185.22,3.4,100,933018522,Non-census-family households,11,,190,28336,27712
2016,9330186.01,2,186.01,4.2,100,933018601,Total - Household type including census family structure,1,1,2300,76325,67733
2016,9330186.01,2,186.01,4.2,100,933018601,Census family households,2,,1705,92331,82489
2016,9330186.01,2,186.01,4.2,100,933018601,One-census-family households without additional persons,3,,1190,81408,71168
2016,9330186.01,2,186.01,4.2,100,933018601,One couple census family without other persons in the household,4,,1015,86886,76339
2016,9330186.01,2,186.01,4.2,100,933018601,Without children,5,,340,73472,65088
2016,9330186.01,2,186.01,4.2,100,933018601,With children,6,,680,93248,81792
2016,9330186.01,2,186.01,4.2,100,933018601,One lone-parent census family without other persons in the household,7,,175,42880,40768
2016,9330186.01,2,186.01,4.2,100,933018601,With a male lone parent,8,,40,54528,48384
2016,9330186.01,2,186.01,4.2,100,933018601,With a female lone parent,9,,135,37760,35040
2016,9330186.01,2,186.01,4.2,100,933018601,Other census family households,10,2,510,120320,108237
2016,9330186.01,2,186.01,4.2,100,933018601,Non-census-family households,11,,600,37440,34637
2016,9330186.02,2,186.02,4.2,100,933018602,Total - Household type including census family structure,1,1,1960,70016,62566
2016,9330186.02,2,186.02,4.2,100,933018602,Census family households,2,,1395,87091,77312
2016,9330186.02,2,186.02,4.2,100,933018602,One-census-family households without additional persons,3,,995,77483,68096
2016,9330186.02,2,186.02,4.2,100,933018602,One couple census family without other persons in the household,4,,815,83456,73801
2016,9330186.02,2,186.02,4.2,100,933018602,Without children,5,,305,72128,62592
2016,9330186.02,2,186.02,4.2,100,933018602,With children,6,,510,91776,80933
2016,9330186.02,2,186.02,4.2,100,933018602,One lone-parent census family without other persons in the household,7,,180,50048,45952
2016,9330186.02,2,186.02,4.2,100,933018602,With a male lone parent,8,,30,48640,45824
2016,9330186.02,2,186.02,4.2,100,933018602,With a female lone parent,9,,145,50432,45952
2016,9330186.02,2,186.02,4.2,100,933018602,Other census family households,10,2,400,108800,96973
2016,9330186.02,2,186.02,4.2,100,933018602,Non-census-family households,11,,570,34816,31168
2016,9330186.05,2,186.05,3.7,100,933018605,Total - Household type including census family structure,1,1,2245,67170,59925
2016,9330186.05,2,186.05,3.7,100,933018605,Census family households,2,,1735,77938,69530
2016,9330186.05,2,186.05,3.7,100,933018605,One-census-family households without additional persons,3,,1220,67218,60058
2016,9330186.05,2,186.05,3.7,100,933018605,One couple census family without other persons in the household,4,,995,71552,64320
2016,9330186.05,2,186.05,3.7,100,933018605,Without children,5,,305,58176,51072
2016,9330186.05,2,186.05,3.7,100,933018605,With children,6,,690,77056,67986
2016,9330186.05,2,186.05,3.7,100,933018605,One lone-parent census family without other persons in the household,7,,225,46720,42880
2016,9330186.05,2,186.05,3.7,100,933018605,With a male lone parent,8,,50,50304,43712
2016,9330186.05,2,186.05,3.7,100,933018605,With a female lone parent,9,,175,45696,42432
2016,9330186.05,2,186.05,3.7,100,933018605,Other census family households,10,2,515,108032,97792
2016,9330186.05,2,186.05,3.7,100,933018605,Non-census-family households,11,,515,36032,32928
2016,9330186.06,2,186.06,3,100,933018606,Total - Household type including census family structure,1,1,1095,73600,66048
2016,9330186.06,2,186.06,3,100,933018606,Census family households,2,,910,82560,74304
2016,9330186.06,2,186.06,3,100,933018606,One-census-family households without additional persons,3,,580,66304,59392
2016,9330186.06,2,186.06,3,100,933018606,One couple census family without other persons in the household,4,,495,71373,63872
2016,9330186.06,2,186.06,3,100,933018606,Without children,5,,115,49536,44736
2016,9330186.06,2,186.06,3,100,933018606,With children,6,,375,76237,70400
2016,9330186.06,2,186.06,3,100,933018606,One lone-parent census family without other persons in the household,7,,85,46208,40704
2016,9330186.06,2,186.06,3,100,933018606,With a male lone parent,8,,15,0,0
2016,9330186.06,2,186.06,3,100,933018606,With a female lone parent,9,,75,42880,39808
2016,9330186.06,2,186.06,3,100,933018606,Other census family households,10,2,330,110336,100992
2016,9330186.06,2,186.06,3,100,933018606,Non-census-family households,11,,185,29632,26560
2016,9330186.07,2,186.07,4.6,100,933018607,Total - Household type including census family structure,1,1,1485,75571,68096
2016,9330186.07,2,186.07,4.6,100,933018607,Census family households,2,,1245,83840,75776
2016,9330186.07,2,186.07,4.6,100,933018607,One-census-family households without additional persons,3,,780,69803,62003
2016,9330186.07,2,186.07,4.6,100,933018607,One couple census family without other persons in the household,4,,655,74496,66509
2016,9330186.07,2,186.07,4.6,100,933018607,Without children,5,,160,61248,54656
2016,9330186.07,2,186.07,4.6,100,933018607,With children,6,,490,80043,70656
2016,9330186.07,2,186.07,4.6,100,933018607,One lone-parent census family without other persons in the household,7,,125,46144,42112
2016,9330186.07,2,186.07,4.6,100,933018607,With a male lone parent,8,,30,46720,46656
2016,9330186.07,2,186.07,4.6,100,933018607,With a female lone parent,9,,95,45568,41728
2016,9330186.07,2,186.07,4.6,100,933018607,Other census family households,10,2,465,110848,101120
2016,9330186.07,2,186.07,4.6,100,933018607,Non-census-family households,11,,245,36864,33408
2016,9330186.08,2,186.08,6,100,933018608,Total - Household type including census family structure,1,1,1925,71145,63851
2016,9330186.08,2,186.08,6,100,933018608,Census family households,2,,1535,82842,73882
2016,9330186.08,2,186.08,6,100,933018608,One-census-family households without additional persons,3,,1065,71296,63531
2016,9330186.08,2,186.08,6,100,933018608,One couple census family without other persons in the household,4,,865,76601,66987
2016,9330186.08,2,186.08,6,100,933018608,Without children,5,,250,59840,55680
2016,9330186.08,2,186.08,6,100,933018608,With children,6,,610,83968,74411
2016,9330186.08,2,186.08,6,100,933018608,One lone-parent census family without other persons in the household,7,,200,53376,48384
2016,9330186.08,2,186.08,6,100,933018608,With a male lone parent,8,,35,57408,49195
2016,9330186.08,2,186.08,6,100,933018608,With a female lone parent,9,,165,51840,47744
2016,9330186.08,2,186.08,6,100,933018608,Other census family households,10,2,465,105344,95795
2016,9330186.08,2,186.08,6,100,933018608,Non-census-family households,11,,390,33493,30432
2016,9330187.03,2,187.03,3.4,0,933018703,Total - Household type including census family structure,1,1,2260,80235,71328
2016,9330187.03,2,187.03,3.4,0,933018703,Census family households,2,,1840,92288,81115
2016,9330187.03,2,187.03,3.4,0,933018703,One-census-family households without additional persons,3,,1300,81600,71603
2016,9330187.03,2,187.03,3.4,0,933018703,One couple census family without other persons in the household,4,,1115,88256,76757
2016,9330187.03,2,187.03,3.4,0,933018703,Without children,5,,370,75776,67072
2016,9330187.03,2,187.03,3.4,0,933018703,With children,6,,745,94464,82091
2016,9330187.03,2,187.03,3.4,0,933018703,One lone-parent census family without other persons in the household,7,,190,53632,49376
2016,9330187.03,2,187.03,3.4,0,933018703,With a male lone parent,8,,50,61632,53888
2016,9330187.03,2,187.03,3.4,0,933018703,With a female lone parent,9,,135,52139,48256
2016,9330187.03,2,187.03,3.4,0,933018703,Other census family households,10,2,540,119168,105899
2016,9330187.03,2,187.03,3.4,0,933018703,Non-census-family households,11,,420,33280,29440
2016,9330187.04,2,187.04,9.8,100,933018704,Total - Household type including census family structure,1,1,435,79744,71360
2016,9330187.04,2,187.04,9.8,100,933018704,Census family households,2,,360,90752,79232
2016,9330187.04,2,187.04,9.8,100,933018704,One-census-family households without additional persons,3,,245,73856,65664
2016,9330187.04,2,187.04,9.8,100,933018704,One couple census family without other persons in the household,4,,210,76032,67328
2016,9330187.04,2,187.04,9.8,100,933018704,Without children,5,,70,62336,54656
2016,9330187.04,2,187.04,9.8,100,933018704,With children,6,,140,86784,76032
2016,9330187.04,2,187.04,9.8,100,933018704,One lone-parent census family without other persons in the household,7,,35,49280,45184
2016,9330187.04,2,187.04,9.8,100,933018704,With a male lone parent,8,,5,0,0
2016,9330187.04,2,187.04,9.8,100,933018704,With a female lone parent,9,,35,46208,44416
2016,9330187.04,2,187.04,9.8,100,933018704,Other census family households,10,2,115,121856,108032
2016,9330187.04,2,187.04,9.8,100,933018704,Non-census-family households,11,,70,37632,34048
2016,9330187.05,2,187.05,4.9,100,933018705,Total - Household type including census family structure,1,1,1950,75959,67621
2016,9330187.05,2,187.05,4.9,100,933018705,Census family households,2,,1610,86170,76512
2016,9330187.05,2,187.05,4.9,100,933018705,One-census-family households without additional persons,3,,995,67285,60736
2016,9330187.05,2,187.05,4.9,100,933018705,One couple census family without other persons in the household,4,,835,72755,65120
2016,9330187.05,2,187.05,4.9,100,933018705,Without children,5,,235,60160,54400
2016,9330187.05,2,187.05,4.9,100,933018705,With children,6,,600,79232,70272
2016,9330187.05,2,187.05,4.9,100,933018705,One lone-parent census family without other persons in the household,7,,155,41088,40277
2016,9330187.05,2,187.05,4.9,100,933018705,With a male lone parent,8,,25,56960,49536
2016,9330187.05,2,187.05,4.9,100,933018705,With a female lone parent,9,,140,40064,37760
2016,9330187.05,2,187.05,4.9,100,933018705,Other census family households,10,2,620,114005,103168
2016,9330187.05,2,187.05,4.9,100,933018705,Non-census-family households,11,,340,30656,28224
2016,9330187.06,2,187.06,4.5,0,933018706,Total - Household type including census family structure,1,1,2065,81152,72416
2016,9330187.06,2,187.06,4.5,0,933018706,Census family households,2,,1650,95927,84894
2016,9330187.06,2,187.06,4.5,0,933018706,One-census-family households without additional persons,3,,1250,87859,76516
2016,9330187.06,2,187.06,4.5,0,933018706,One couple census family without other persons in the household,4,,1110,93639,81920
2016,9330187.06,2,187.06,4.5,0,933018706,Without children,5,,390,69120,62976
2016,9330187.06,2,187.06,4.5,0,933018706,With children,6,,715,107776,93798
2016,9330187.06,2,187.06,4.5,0,933018706,One lone-parent census family without other persons in the household,7,,145,49024,44928
2016,9330187.06,2,187.06,4.5,0,933018706,With a male lone parent,8,,30,70144,65664
2016,9330187.06,2,187.06,4.5,0,933018706,With a female lone parent,9,,115,42368,39040
2016,9330187.06,2,187.06,4.5,0,933018706,Other census family households,10,2,400,126400,111462
2016,9330187.06,2,187.06,4.5,0,933018706,Non-census-family households,11,,415,35840,31872
2016,9330187.07,2,187.07,3.7,0,933018707,Total - Household type including census family structure,1,1,575,112384,95104
2016,9330187.07,2,187.07,3.7,0,933018707,Census family households,2,,515,122560,107136
2016,9330187.07,2,187.07,3.7,0,933018707,One-census-family households without additional persons,3,,385,113792,94976
2016,9330187.07,2,187.07,3.7,0,933018707,One couple census family without other persons in the household,4,,350,119040,100736
2016,9330187.07,2,187.07,3.7,0,933018707,Without children,5,,105,88704,76544
2016,9330187.07,2,187.07,3.7,0,933018707,With children,6,,240,130304,111872
2016,9330187.07,2,187.07,3.7,0,933018707,One lone-parent census family without other persons in the household,7,,40,49664,46208
2016,9330187.07,2,187.07,3.7,0,933018707,With a male lone parent,8,,10,0,0
2016,9330187.07,2,187.07,3.7,0,933018707,With a female lone parent,9,,35,33664,33664
2016,9330187.07,2,187.07,3.7,0,933018707,Other census family households,10,2,125,144725,126976
2016,9330187.07,2,187.07,3.7,0,933018707,Non-census-family households,11,,65,37248,32768
2016,9330187.11,2,187.11,3.3,0,933018711,Total - Household type including census family structure,1,1,2205,81338,71454
2016,9330187.11,2,187.11,3.3,0,933018711,Census family households,2,,1760,90291,79437
2016,9330187.11,2,187.11,3.3,0,933018711,One-census-family households without additional persons,3,,1485,85717,75008
2016,9330187.11,2,187.11,3.3,0,933018711,One couple census family without other persons in the household,4,,1255,90464,79104
2016,9330187.11,2,187.11,3.3,0,933018711,Without children,5,,400,80256,69888
2016,9330187.11,2,187.11,3.3,0,933018711,With children,6,,855,95573,82347
2016,9330187.11,2,187.11,3.3,0,933018711,One lone-parent census family without other persons in the household,7,,225,56832,51072
2016,9330187.11,2,187.11,3.3,0,933018711,With a male lone parent,8,,40,73472,63104
2016,9330187.11,2,187.11,3.3,0,933018711,With a female lone parent,9,,190,55424,50560
2016,9330187.11,2,187.11,3.3,0,933018711,Other census family households,10,2,280,113152,100011
2016,9330187.11,2,187.11,3.3,0,933018711,Non-census-family households,11,,445,50176,43008
2016,9330187.12,2,187.12,3.2,0,933018712,Total - Household type including census family structure,1,1,1360,82798,73318
2016,9330187.12,2,187.12,3.2,0,933018712,Census family households,2,,1080,98355,86613
2016,9330187.12,2,187.12,3.2,0,933018712,One-census-family households without additional persons,3,,840,87424,76736
2016,9330187.12,2,187.12,3.2,0,933018712,One couple census family without other persons in the household,4,,745,90752,79616
2016,9330187.12,2,187.12,3.2,0,933018712,Without children,5,,295,75827,65472
2016,9330187.12,2,187.12,3.2,0,933018712,With children,6,,440,105472,91819
2016,9330187.12,2,187.12,3.2,0,933018712,One lone-parent census family without other persons in the household,7,,100,64384,58240
2016,9330187.12,2,187.12,3.2,0,933018712,With a male lone parent,8,,15,0,0
2016,9330187.12,2,187.12,3.2,0,933018712,With a female lone parent,9,,85,64320,58176
2016,9330187.12,2,187.12,3.2,0,933018712,Other census family households,10,2,235,129024,118016
2016,9330187.12,2,187.12,3.2,0,933018712,Non-census-family households,11,,280,37248,33440
2016,9330187.13,2,187.13,3.3,0,933018713,Total - Household type including census family structure,1,1,1170,82859,73088
2016,9330187.13,2,187.13,3.3,0,933018713,Census family households,2,,940,94106,82725
2016,9330187.13,2,187.13,3.3,0,933018713,One-census-family households without additional persons,3,,670,84773,74297
2016,9330187.13,2,187.13,3.3,0,933018713,One couple census family without other persons in the household,4,,570,87501,76203
2016,9330187.13,2,187.13,3.3,0,933018713,Without children,5,,185,78080,66048
2016,9330187.13,2,187.13,3.3,0,933018713,With children,6,,385,94976,83029
2016,9330187.13,2,187.13,3.3,0,933018713,One lone-parent census family without other persons in the household,7,,100,59776,54741
2016,9330187.13,2,187.13,3.3,0,933018713,With a male lone parent,8,,25,75520,61568
2016,9330187.13,2,187.13,3.3,0,933018713,With a female lone parent,9,,80,57472,54592
2016,9330187.13,2,187.13,3.3,0,933018713,Other census family households,10,2,270,113664,102656
2016,9330187.13,2,187.13,3.3,0,933018713,Non-census-family households,11,,225,35200,31381
2016,9330187.14,2,187.14,7,0,933018714,Total - Household type including census family structure,1,1,1375,66765,58752
2016,9330187.14,2,187.14,7,0,933018714,Census family households,2,,975,82758,72611
2016,9330187.14,2,187.14,7,0,933018714,One-census-family households without additional persons,3,,870,79667,69786
2016,9330187.14,2,187.14,7,0,933018714,One couple census family without other persons in the household,4,,750,82048,71424
2016,9330187.14,2,187.14,7,0,933018714,Without children,5,,300,67243,60416
2016,9330187.14,2,187.14,7,0,933018714,With children,6,,455,87808,77312
2016,9330187.14,2,187.14,7,0,933018714,One lone-parent census family without other persons in the household,7,,120,60736,55296
2016,9330187.14,2,187.14,7,0,933018714,With a male lone parent,8,,15,0,0
2016,9330187.14,2,187.14,7,0,933018714,With a female lone parent,9,,105,60416,55296
2016,9330187.14,2,187.14,7,0,933018714,Other census family households,10,2,105,112128,99584
2016,9330187.14,2,187.14,7,0,933018714,Non-census-family households,11,,400,39616,35328
2016,9330187.15,2,187.15,5,0,933018715,Total - Household type including census family structure,1,1,1175,79232,70656
2016,9330187.15,2,187.15,5,0,933018715,Census family households,2,,985,88533,78387
2016,9330187.15,2,187.15,5,0,933018715,One-census-family households without additional persons,3,,760,79104,70400
2016,9330187.15,2,187.15,5,0,933018715,One couple census family without other persons in the household,4,,650,85440,75221
2016,9330187.15,2,187.15,5,0,933018715,Without children,5,,210,71509,64384
2016,9330187.15,2,187.15,5,0,933018715,With children,6,,445,89728,79104
2016,9330187.15,2,187.15,5,0,933018715,One lone-parent census family without other persons in the household,7,,110,53632,49536
2016,9330187.15,2,187.15,5,0,933018715,With a male lone parent,8,,10,0,0
2016,9330187.15,2,187.15,5,0,933018715,With a female lone parent,9,,100,55104,49792
2016,9330187.15,2,187.15,5,0,933018715,Other census family households,10,2,220,119552,108672
2016,9330187.15,2,187.15,5,0,933018715,Non-census-family households,11,,190,40832,36992
2016,9330187.16,2,187.16,3.9,0,933018716,Total - Household type including census family structure,1,1,910,94208,82176
2016,9330187.16,2,187.16,3.9,0,933018716,Census family households,2,,795,102656,89344
2016,9330187.16,2,187.16,3.9,0,933018716,One-census-family households without additional persons,3,,635,97280,84224
2016,9330187.16,2,187.16,3.9,0,933018716,One couple census family without other persons in the household,4,,565,101824,88768
2016,9330187.16,2,187.16,3.9,0,933018716,Without children,5,,160,82176,73984
2016,9330187.16,2,187.16,3.9,0,933018716,With children,6,,400,110677,95787
2016,9330187.16,2,187.16,3.9,0,933018716,One lone-parent census family without other persons in the household,7,,70,74496,65152
2016,9330187.16,2,187.16,3.9,0,933018716,With a male lone parent,8,,5,0,0
2016,9330187.16,2,187.16,3.9,0,933018716,With a female lone parent,9,,65,73984,65067
2016,9330187.16,2,187.16,3.9,0,933018716,Other census family households,10,2,155,135424,119936
2016,9330187.16,2,187.16,3.9,0,933018716,Non-census-family households,11,,120,48320,42368
2016,9330188.01,2,188.01,1.9,0,933018801,Total - Household type including census family structure,1,1,875,99584,87552
2016,9330188.01,2,188.01,1.9,0,933018801,Census family households,2,,790,106240,92736
2016,9330188.01,2,188.01,1.9,0,933018801,One-census-family households without additional persons,3,,645,99648,87808
2016,9330188.01,2,188.01,1.9,0,933018801,One couple census family without other persons in the household,4,,585,105088,91831
2016,9330188.01,2,188.01,1.9,0,933018801,Without children,5,,145,84864,73472
2016,9330188.01,2,188.01,1.9,0,933018801,With children,6,,440,108544,94208
2016,9330188.01,2,188.01,1.9,0,933018801,One lone-parent census family without other persons in the household,7,,65,53248,48640
2016,9330188.01,2,188.01,1.9,0,933018801,With a male lone parent,8,,15,0,0
2016,9330188.01,2,188.01,1.9,0,933018801,With a female lone parent,9,,55,52096,47488
2016,9330188.01,2,188.01,1.9,0,933018801,Other census family households,10,2,145,152576,134656
2016,9330188.01,2,188.01,1.9,0,933018801,Non-census-family households,11,,85,44416,38272
2016,9330188.02,2,188.02,2.6,0,933018802,Total - Household type including census family structure,1,1,855,91776,81088
2016,9330188.02,2,188.02,2.6,0,933018802,Census family households,2,,750,100181,89344
2016,9330188.02,2,188.02,2.6,0,933018802,One-census-family households without additional persons,3,,575,93312,82688
2016,9330188.02,2,188.02,2.6,0,933018802,One couple census family without other persons in the household,4,,500,103552,89685
2016,9330188.02,2,188.02,2.6,0,933018802,Without children,5,,105,83712,73472
2016,9330188.02,2,188.02,2.6,0,933018802,With children,6,,390,107776,92672
2016,9330188.02,2,188.02,2.6,0,933018802,One lone-parent census family without other persons in the household,7,,80,41216,40320
2016,9330188.02,2,188.02,2.6,0,933018802,With a male lone parent,8,,10,0,0
2016,9330188.02,2,188.02,2.6,0,933018802,With a female lone parent,9,,65,41216,40320
2016,9330188.02,2,188.02,2.6,0,933018802,Other census family households,10,2,175,131379,116352
2016,9330188.02,2,188.02,2.6,0,933018802,Non-census-family households,11,,100,49536,42432
2016,9330188.04,2,188.04,3.5,0,933018804,Total - Household type including census family structure,1,1,1160,88320,77397
2016,9330188.04,2,188.04,3.5,0,933018804,Census family households,2,,975,105536,90837
2016,9330188.04,2,188.04,3.5,0,933018804,One-census-family households without additional persons,3,,730,89856,80213
2016,9330188.04,2,188.04,3.5,0,933018804,One couple census family without other persons in the household,4,,640,100864,86016
2016,9330188.04,2,188.04,3.5,0,933018804,Without children,5,,195,82176,70315
2016,9330188.04,2,188.04,3.5,0,933018804,With children,6,,440,108544,93440
2016,9330188.04,2,188.04,3.5,0,933018804,One lone-parent census family without other persons in the household,7,,85,54400,47616
2016,9330188.04,2,188.04,3.5,0,933018804,With a male lone parent,8,,20,0,0
2016,9330188.04,2,188.04,3.5,0,933018804,With a female lone parent,9,,70,51584,47488
2016,9330188.04,2,188.04,3.5,0,933018804,Other census family households,10,2,240,134912,119381
2016,9330188.04,2,188.04,3.5,0,933018804,Non-census-family households,11,,190,37888,33536
2016,9330188.05,2,188.05,1.9,0,933018805,Total - Household type including census family structure,1,1,785,106138,92416
2016,9330188.05,2,188.05,1.9,0,933018805,Census family households,2,,695,114347,98816
2016,9330188.05,2,188.05,1.9,0,933018805,One-census-family households without additional persons,3,,545,105472,91648
2016,9330188.05,2,188.05,1.9,0,933018805,One couple census family without other persons in the household,4,,475,111872,96000
2016,9330188.05,2,188.05,1.9,0,933018805,Without children,5,,155,93312,81792
2016,9330188.05,2,188.05,1.9,0,933018805,With children,6,,325,125184,108416
2016,9330188.05,2,188.05,1.9,0,933018805,One lone-parent census family without other persons in the household,7,,70,38272,35584
2016,9330188.05,2,188.05,1.9,0,933018805,With a male lone parent,8,,15,0,0
2016,9330188.05,2,188.05,1.9,0,933018805,With a female lone parent,9,,55,36608,35584
2016,9330188.05,2,188.05,1.9,0,933018805,Other census family households,10,2,150,156672,137216
2016,9330188.05,2,188.05,1.9,0,933018805,Non-census-family households,11,,85,37504,34688
2016,9330188.06,2,188.06,2.9,0,933018806,Total - Household type including census family structure,1,1,460,91989,80213
2016,9330188.06,2,188.06,2.9,0,933018806,Census family households,2,,380,101291,88422
2016,9330188.06,2,188.06,2.9,0,933018806,One-census-family households without additional persons,3,,300,97792,84480
2016,9330188.06,2,188.06,2.9,0,933018806,One couple census family without other persons in the household,4,,275,103680,89344
2016,9330188.06,2,188.06,2.9,0,933018806,Without children,5,,100,93952,80000
2016,9330188.06,2,188.06,2.9,0,933018806,With children,6,,175,110336,94848
2016,9330188.06,2,188.06,2.9,0,933018806,One lone-parent census family without other persons in the household,7,,30,54784,50048
2016,9330188.06,2,188.06,2.9,0,933018806,With a male lone parent,8,,5,0,0
2016,9330188.06,2,188.06,2.9,0,933018806,With a female lone parent,9,,25,48000,45056
2016,9330188.06,2,188.06,2.9,0,933018806,Other census family households,10,2,75,123648,109952
2016,9330188.06,2,188.06,2.9,0,933018806,Non-census-family households,11,,75,49792,44928
2016,9330188.07,2,188.07,2.5,0,933018807,Total - Household type including census family structure,1,1,1215,102016,88422
2016,9330188.07,2,188.07,2.5,0,933018807,Census family households,2,,1130,109568,94720
2016,9330188.07,2,188.07,2.5,0,933018807,One-census-family households without additional persons,3,,895,97664,85504
2016,9330188.07,2,188.07,2.5,0,933018807,One couple census family without other persons in the household,4,,810,107008,91989
2016,9330188.07,2,188.07,2.5,0,933018807,Without children,5,,235,90368,79488
2016,9330188.07,2,188.07,2.5,0,933018807,With children,6,,570,113920,99200
2016,9330188.07,2,188.07,2.5,0,933018807,One lone-parent census family without other persons in the household,7,,90,46848,44416
2016,9330188.07,2,188.07,2.5,0,933018807,With a male lone parent,8,,25,57216,53120
2016,9330188.07,2,188.07,2.5,0,933018807,With a female lone parent,9,,65,46208,41984
2016,9330188.07,2,188.07,2.5,0,933018807,Other census family households,10,2,230,146432,126464
2016,9330188.07,2,188.07,2.5,0,933018807,Non-census-family households,11,,85,47232,41088
2016,9330188.08,2,188.08,2.3,0,933018808,Total - Household type including census family structure,1,1,1145,97600,84437
2016,9330188.08,2,188.08,2.3,0,933018808,Census family households,2,,1045,103424,89429
2016,9330188.08,2,188.08,2.3,0,933018808,One-census-family households without additional persons,3,,885,98714,84992
2016,9330188.08,2,188.08,2.3,0,933018808,One couple census family without other persons in the household,4,,780,105472,89856
2016,9330188.08,2,188.08,2.3,0,933018808,Without children,5,,240,87808,77952
2016,9330188.08,2,188.08,2.3,0,933018808,With children,6,,540,113024,97408
2016,9330188.08,2,188.08,2.3,0,933018808,One lone-parent census family without other persons in the household,7,,110,57344,52480
